en	is
first aid	skyndihjálparinnar
first aid	skyndihjálpinni
first aid	skyndihjálpin
first aid	skyndihjálpina
cache	skyndiminni
cache	skyndiminnisins
cache	skyndiminnis
cache	skyndiminninu
cache	skyndiminna
cache	skyndiminnið
cache	skyndiminnunum
cache	skyndiminnanna
cache	skyndiminnin
cache	skyndiminnum
sense organ	skynfæri
sense organ	skynfærum
sense organ	skynfærinu
sense organ	skynfærunum
sense organ	skynfærið
sense organ	skynfæris
sense organ	skynfæra
sense organ	skynfærisins
sense organ	skynfærin
sense organ	skynfæranna
sense	skynfæri
sense	skynfærum
sense	skynfærinu
sense	skynfærunum
sense	skynfærið
sense	skynfæris
sense	skynfæra
sense	skynfærisins
sense	skynfærin
sense	skynfæranna
intelligence	skynsemi
intelligence	skynsemin
intelligence	skynsemina
intelligence	skynseminnar
intelligence	skynseminni
shirt	skyrta
shirt	skyrtum
shirt	skyrturnar
shirt	skyrtanna
shirt	skyrtuna
shirt	skyrtunni
shirt	skyrtan
shirt	skyrtu
shirt	skyrtunnar
shirt	skyrtunum
shirt	skyrtna
shirt	skyrtur
chess	skák
chess	skákanna
chess	skákin
chess	skákunum
chess	skákarinnar
chess	skákirnar
chess	skákinni
chess	skákina
chess	skákar
chess	skákum
chess	skáka
chess	skákir
chess game	skák
chess game	skákanna
chess game	skákin
chess game	skákunum
chess game	skákarinnar
chess game	skákirnar
chess game	skákinni
chess game	skákina
chess game	skákar
chess game	skákum
chess game	skáka
chess game	skákir
bowl	skál
bowl	skálum
bowl	skálir
bowl	skálanna
bowl	skálina
bowl	skálinni
bowl	skálarinnar
bowl	skálirnar
bowl	skálar
bowl	skála
bowl	skálin
bowl	skálunum
cheers	skál
poet	skáld
poet	skáldunum
poet	skáldinu
poet	skálds
poet	skáldið
poet	skáldi
poet	skáldsins
poet	skáldanna
poet	skáldum
poet	skáldin
poet	skálda
poetic language	skáldamál
poetic language	skáldamálinu
poetic language	skáldamálunum
poetic language	skáldamálið
poetic language	skáldamálanna
poetic language	skáldamálsins
poetic language	skáldamálum
poetic language	skáldamáli
poetic language	skáldamálin
poetic language	skáldamáls
poetic language	skáldamála
subterfuge	skálkaskjól
subterfuge	skálkaskjólið
subterfuge	skálkaskjóls
subterfuge	skálkaskjólinu
subterfuge	skálkaskjóli
subterfuge	skálkaskjólsins
booted eagle	skálmörn
cupboard	skápur
cupboard	skápsins
cupboard	skáps
cupboard	skápunum
cupboard	skápinn
cupboard	skápar
cupboard	skáp
cupboard	skápum
cupboard	skápnum
cupboard	skáparnir
cupboard	skápa
cupboard	skápurinn
cupboard	skápana
cupboard	skápanna
scout	skáti
scout	skátann
scout	skátar
scout	skátunum
scout	skátinn
scout	skátana
scout	skátanum
scout	skátarnir
scout	skáta
scout	skátum
scout	skátanna
scout	skátans
skirmish	skæra
skirmish	skærunni
skirmish	skæruna
skirmish	skærur
skirmish	skærum
skirmish	skæranna
skirmish	skærunum
skirmish	skæru
skirmish	skærunnar
skirmish	skæran
skirmish	skærurnar
scissors	skæri
Maundy Thursday	skírdagur
beast	skíthæll
beast	skíthælinn
beast	skíthælar
beast	skíthælsins
beast	skíthæls
beast	skíthælunum
beast	skíthæl
beast	skíthælnum
beast	skíthæla
beast	skíthælana
beast	skíthælum
beast	skíthællinn
beast	skíthælanna
beast	skíthælarnir
swine	skíthæll
swine	skíthælinn
swine	skíthælar
swine	skíthælsins
swine	skíthæls
swine	skíthælunum
swine	skíthæl
swine	skíthælnum
swine	skíthæla
swine	skíthælana
swine	skíthælum
swine	skíthællinn
swine	skíthælanna
swine	skíthælarnir
turd	skítur
turd	skít
turd	skítum
turd	skítana
turd	skítarnir
turd	skíta
turd	skíturinn
turd	skítanna
turd	skítsins
turd	skítnum
turd	skíts
turd	skítunum
turd	skítinn
turd	skítar
shit	skítur
shit	skít
shit	skítum
shit	skítana
shit	skítarnir
shit	skíta
shit	skíturinn
shit	skítanna
shit	skítsins
shit	skítnum
shit	skíts
shit	skítunum
shit	skítinn
shit	skítar
baleen whale	skíðishvalur
baleen whale	skíðishvalurinn
baleen whale	skíðishvalirnir
baleen whale	skíðishval
baleen whale	skíðishvalina
baleen whale	skíðishvalinn
baleen whale	skíðishvalir
baleen whale	skíðishvalanna
baleen whale	skíðishvals
baleen whale	skíðishvalnum
baleen whale	skíðishvalsins
baleen whale	skíðishvali
baleen whale	skíðishvölunum
baleen whale	skíðishvölum
baleen whale	skíðishvala
forest belt	skógarbelti
forest belt	skógarbeltin
forest belt	skógarbeltum
forest belt	skógarbeltisins
forest belt	skógarbelta
forest belt	skógarbeltanna
forest belt	skógarbeltinu
forest belt	skógarbeltið
forest belt	skógarbeltis
forest belt	skógarbeltunum
hepatica	skógarblámi
hepatica	skógarblámann
hepatica	skógarbláma
hepatica	skógarbláminn
hepatica	skógarblámanum
hepatica	skógarblámans
logging	skógarhögg
logging	skógarhöggs
logging	skógarhögganna
logging	skógarhöggunum
logging	skógarhöggið
logging	skógarhöggum
logging	skógarhögginu
logging	skógarhögga
logging	skógarhöggin
logging	skógarhöggi
logging	skógarhöggsins
redwing	skógarþröstur
redwing	skógarþrastar
redwing	skógarþresti
redwing	skógarþrastanna
redwing	skógarþrastarins
redwing	skógarþrestir
redwing	skógarþrasta
redwing	skógarþrestirnir
redwing	skógarþrestinum
redwing	skógarþrestina
redwing	skógarþröstinn
redwing	skógarþrösturinn
redwing	skógarþröstum
redwing	skógarþröstunum
redwing	skógarþröst
forest	skógur
forest	skógarins
forest	skógurinn
forest	skógarnir
forest	skóganna
forest	skóg
forest	skógum
forest	skóginum
forest	skógi
forest	skógana
forest	skógunum
forest	skóga
forest	skóginn
forest	skógar
wood	skógur
wood	skógarins
wood	skógurinn
wood	skógarnir
wood	skóganna
wood	skóg
wood	skógum
wood	skóginum
wood	skógi
wood	skógana
wood	skógunum
wood	skóga
wood	skóginn
wood	skógar
school doctor	skólalæknir
school doctor	skólalækni
school doctor	skólalæknarnir
school doctor	skólalæknum
school doctor	skólalæknis
school doctor	skólalækna
school doctor	skólalæknanna
school doctor	skólalækninum
school doctor	skólalæknisins
school doctor	skólalækninn
school doctor	skólalæknunum
school doctor	skólalæknana
school doctor	skólalæknirinn
school doctor	skólalæknar
school	skóli
school	skólanum
school	skólinn
school	skólana
school	skólann
school	skólar
school	skóla
school	skólanna
school	skólarnir
school	skólunum
school	skólans
school	skólum
shoe	skór
shoe	skónna
shoe	skóm
shoe	skó
shoe	skóna
shoe	skónum
shoe	skóa
shoe	skórnir
shoe	skórinn
shoe	skós
shoe	skóinn
shoe	skósins
shoe polish	skóáburður
shoe polish	skóáburðirnir
shoe polish	skóáburðinn
shoe polish	skóáburða
shoe polish	skóáburð
shoe polish	skóáburðina
shoe polish	skóáburði
shoe polish	skóáburðum
shoe polish	skóáburðurinn
shoe polish	skóáburðarins
shoe polish	skóáburðir
shoe polish	skóáburðinum
shoe polish	skóáburðunum
shoe polish	skóáburðar
shoe polish	skóáburðanna
shinbone	sköflungur
shinbone	sköflunginum
shinbone	sköflunga
shinbone	sköflunganna
shinbone	sköflungurinn
shinbone	sköflung
shinbone	sköflungana
shinbone	sköflungi
shinbone	sköflungsins
shinbone	sköflunginn
shinbone	sköflungar
shinbone	sköflungum
shinbone	sköflungarnir
shinbone	sköflungs
shinbone	sköflungunum
tibia	sköflungur
tibia	sköflunginum
tibia	sköflunga
tibia	sköflunganna
tibia	sköflungurinn
tibia	sköflung
tibia	sköflungana
tibia	sköflungi
tibia	sköflungsins
tibia	sköflunginn
tibia	sköflungar
tibia	sköflungum
tibia	sköflungarnir
tibia	sköflungs
tibia	sköflungunum
shin	sköflungur
shin	sköflunginum
shin	sköflunga
shin	sköflunganna
shin	sköflungurinn
shin	sköflung
shin	sköflungana
shin	sköflungi
shin	sköflungsins
shin	sköflunginn
shin	sköflungar
shin	sköflungum
shin	sköflungarnir
shin	sköflungs
shin	sköflungunum
tusk	skögultönn
tusk	skögultannar
tusk	skögultanna
tusk	skögultönnum
tusk	skögultennurnar
tusk	skögultannanna
tusk	skögultönnin
tusk	skögultennur
tusk	skögultannarinnar
tusk	skögultönninni
tusk	skögultönnunum
tusk	skögultönnina
shame	skömm
disgrace	skömm
tufted duck	skúfönd
great skua	skúmur
great skua	skúmurinn
great skua	skúminn
great skua	skúmanna
great skua	skúmana
great skua	skúmum
great skua	skúmsins
great skua	skúm
great skua	skúmarnir
great skua	skúms
great skua	skúminum
great skua	skúmunum
great skua	skúmi
great skua	skúmar
great skua	skúma
rainstorm	skúr
rainstorm	skúra
rainstorm	skúrarinnar
rainstorm	skúrinni
rainstorm	skúrin
rainstorm	skúrina
rainstorm	skúrum
rainstorm	skúrir
rainstorm	skúrirnar
rainstorm	skúranna
rainstorm	skúrunum
rainstorm	skúrar
shower	skúr
shower	skúra
shower	skúrarinnar
shower	skúrinni
shower	skúrin
shower	skúrina
shower	skúrum
shower	skúrir
shower	skúrirnar
shower	skúranna
shower	skúrunum
shower	skúrar
shed	skúr
shed	skúrinn
shed	skúra
shed	skúrarnir
shed	skúrum
shed	skúrana
shed	skúrs
shed	skúrunum
shed	skúranna
shed	skúrnum
shed	skúrsins
shed	skúrar
cumulonimbus	skúraský
cumulonimbus	skúraskýi
cumulonimbus	skúraskýjum
cumulonimbus	skúraskýinu
cumulonimbus	skúraskýið
cumulonimbus	skúraskýs
cumulonimbus	skúraskýsins
cumulonimbus	skúraskýjunum
cumulonimbus	skúraskýin
cumulonimbus	skúraskýjanna
cumulonimbus	skúraskýja
cumulonimbus cloud	skúraský
cumulonimbus cloud	skúraskýi
cumulonimbus cloud	skúraskýjum
cumulonimbus cloud	skúraskýinu
cumulonimbus cloud	skúraskýið
cumulonimbus cloud	skúraskýs
cumulonimbus cloud	skúraskýsins
cumulonimbus cloud	skúraskýjunum
cumulonimbus cloud	skúraskýin
cumulonimbus cloud	skúraskýjanna
cumulonimbus cloud	skúraskýja
cloud	ský
cloud	skýja
cloud	skýi
cloud	skýjunum
cloud	skýið
cloud	skýsins
cloud	skýinu
cloud	skýin
cloud	skýs
cloud	skýjum
cloud	skýjanna
smother	ský
smother	skýja
smother	skýi
smother	skýjunum
smother	skýið
smother	skýsins
smother	skýinu
smother	skýin
smother	skýs
smother	skýjum
smother	skýjanna
grey star	ský í auga
cloudbreak	skýfall
cloudbreak	skýföll
cloudbreak	skýföllin
cloudbreak	skýfallanna
cloudbreak	skýfallið
cloudbreak	skýfalls
cloudbreak	skýföllum
cloudbreak	skýfallinu
cloudbreak	skýfalli
cloudbreak	skýfallsins
cloudbreak	skýföllunum
cloudbreak	skýfalla
explanation	skýring
explanation	skýringunni
explanation	skýringunum
explanation	skýringum
explanation	skýringu
explanation	skýringarnar
explanation	skýringuna
explanation	skýringanna
explanation	skýringar
explanation	skýringarinnar
explanation	skýringin
explanation	skýringa
diagram	skýringarmynd
diagram	skýringarmyndum
diagram	skýringarmyndina
diagram	skýringarmyndanna
diagram	skýringarmyndirnar
diagram	skýringarmyndir
diagram	skýringarmyndarinnar
diagram	skýringarmyndar
diagram	skýringarmyndin
diagram	skýringarmyndinni
diagram	skýringarmyndunum
diagram	skýringarmynda
...	skýrleikur
debriefing	skýrslutaka
debriefing	skýrslutökum
debriefing	skýrslutöku
debriefing	skýrslutökunnar
debriefing	skýrslutökunum
debriefing	skýrslutökurnar
debriefing	skýrslutakan
debriefing	skýrslutökuna
debriefing	skýrslutökunni
debriefing	skýrslutökur
debriefing	skýrslutakanna
hearing	skýrslutaka
hearing	skýrslutökum
hearing	skýrslutöku
hearing	skýrslutökunnar
hearing	skýrslutökunum
hearing	skýrslutökurnar
hearing	skýrslutakan
hearing	skýrslutökuna
hearing	skýrslutökunni
hearing	skýrslutökur
hearing	skýrslutakanna
questioning	skýrslutaka
questioning	skýrslutökum
questioning	skýrslutöku
questioning	skýrslutökunnar
questioning	skýrslutökunum
questioning	skýrslutökurnar
questioning	skýrslutakan
questioning	skýrslutökuna
questioning	skýrslutökunni
questioning	skýrslutökur
questioning	skýrslutakanna
artery	slagæð
artery	slagæðar
artery	slagæðin
artery	slagæða
artery	slagæðarnar
artery	slagæðina
artery	slagæðanna
artery	slagæðinni
artery	slagæðum
artery	slagæðunum
artery	slagæðarinnar
snake	slanga
snake	slöngur
snake	slangna
snake	slangnanna
snake	slönguna
snake	slöngunni
snake	slöngunnar
snake	slöngunum
snake	slangan
snake	slöngu
snake	slöngum
snake	slöngurnar
serpent	slanga
serpent	slöngur
serpent	slangna
serpent	slangnanna
serpent	slönguna
serpent	slöngunni
serpent	slöngunnar
serpent	slöngunum
serpent	slangan
serpent	slöngu
serpent	slöngum
serpent	slöngurnar
inner tube	slanga
inner tube	slöngur
inner tube	slangna
inner tube	slangnanna
inner tube	slönguna
inner tube	slöngunni
inner tube	slöngunnar
inner tube	slöngunum
inner tube	slangan
inner tube	slöngu
inner tube	slöngum
inner tube	slöngurnar
slang	slangur
slang	slangurið
slang	slangurs
slang	slangurinu
slang	slanguri
slang	slangursins
Slavonic	slavneska
Slavonic	slavneskuna
Slavonic	slavnesku
Slavonic	slavneskunnar
Slavonic	slavneskan
Slavonic	slavneskunni
sledgehammer	sleggja
sledgehammer	sleggjuna
sledgehammer	sleggnanna/ sleggjanna
sledgehammer	sleggjunnar
sledgehammer	sleggju
sledgehammer	sleggjan
sledgehammer	sleggjum
sledgehammer	sleggjurnar
sledgehammer	sleggjunum
sledgehammer	sleggjunni
sledgehammer	sleggjur
sledgehammer	sleggna/ sleggja
mixing spoon	sleif
wooden spoon	sleif
lick	sleikja
lick	sleikti
lick	sleikt
lick	sleikjum
lick	sleikir
lick	sleikið
lick	sleiki
lick	sleiktu
dragonfly	slenja
dragonfly	slenjunnar
dragonfly	slenjan
dragonfly	slenjuna
dragonfly	slenjunni
dragonfly	slenjum
dragonfly	slenjunum
dragonfly	slenju
dragonfly	slenjanna
dragonfly	slenjur
dragonfly	slenjurnar
splash	sletta
splash	slettur
splash	slettna
splash	slettan
splash	slettanna
splash	slettunnar
splash	slettuna
splash	slettunni
splash	slettum
splash	slettunum
splash	slettu
splash	sletturnar
spot	sletta
spot	slettur
spot	slettna
spot	slettan
spot	slettanna
spot	slettunnar
spot	slettuna
spot	slettunni
spot	slettum
spot	slettunum
spot	slettu
spot	sletturnar
loanword	sletta
loanword	slettur
loanword	slettna
loanword	slettan
loanword	slettanna
loanword	slettunnar
loanword	slettuna
loanword	slettunni
loanword	slettum
loanword	slettunum
loanword	slettu
loanword	sletturnar
sledge	sleði
sledge	sleðar
sledge	sleðum
sledge	sleðans
sledge	sleðinn
sledge	sleðarnir
sledge	sleðanna
sledge	sleðunum
sledge	sleðann
sledge	sleðana
sledge	sleðanum
sledge	sleða
wear	slit
accident	slys
accident	slysinu
accident	slysin
accident	slysa
accident	slysið
accident	slysum
accident	slysanna
accident	slysi
accident	slyssins
accident	slyss
accident	slysunum
weakling	slytta
weakling	slyttur
weakling	slyttu
weakling	slytturnar
weakling	slyttanna
weakling	slyttunnar
weakling	slyttan
weakling	slyttunum
weakling	slyttuna
weakling	slyttunni
weakling	slyttum
weakling	slytti
weakling	slyttinu
weakling	slyttis
weakling	slyttið
weakling	slyttunum
weakling	slyttanna
weakling	slyttisins
weakling	slyttin
weakling	slyttum
slaughterer	slátrari
butcher	slátrari
asystole	sláttarstöðvun
asystole	sláttarstöðvunarinnar
asystole	sláttarstöðvanirnar
asystole	sláttarstöðvunum
asystole	sláttarstöðvananna
asystole	sláttarstöðvununum
asystole	sláttarstöðvana
asystole	sláttarstöðvunin
asystole	sláttarstöðvuninni
asystole	sláttarstöðvunina
asystole	sláttarstöðvunar
asystole	sláttarstöðvanir
asystolia	sláttarstöðvun
asystolia	sláttarstöðvunarinnar
asystolia	sláttarstöðvanirnar
asystolia	sláttarstöðvunum
asystolia	sláttarstöðvananna
asystolia	sláttarstöðvununum
asystolia	sláttarstöðvana
asystolia	sláttarstöðvunin
asystolia	sláttarstöðvuninni
asystolia	sláttarstöðvunina
asystolia	sláttarstöðvunar
asystolia	sláttarstöðvanir
beat	sláttur
beat	slættina
beat	slættir
beat	sláttar
beat	sláttum
beat	sláttunum
beat	sláttanna
beat	slátturinn
beat	sláttinn
beat	slætti
beat	slættirnir
beat	slættinum
beat	slátt
beat	slátta
beat	sláttarins
veil	slæða
scarf	slæða
plain	slétta
plain	sléttan
plain	sléttunum
plain	sléttuna
plain	sléttunni
plain	sléttum
plain	sléttu
plain	slétturnar
plain	sléttanna
plain	sléttunnar
flatland	slétta
flatland	sléttan
flatland	sléttunum
flatland	sléttuna
flatland	sléttunni
flatland	sléttum
flatland	sléttu
flatland	slétturnar
flatland	sléttanna
flatland	sléttunnar
North Atlantic right whale	sléttbakur
North Atlantic right whale	sléttbak
North Atlantic right whale	sléttbaks
North Atlantic right whale	sléttbakana
North Atlantic right whale	sléttbakurinn
North Atlantic right whale	sléttbökunum
North Atlantic right whale	sléttbakinum
North Atlantic right whale	sléttbakarnir
North Atlantic right whale	sléttbakanna
North Atlantic right whale	sléttbökum
North Atlantic right whale	sléttbaka
North Atlantic right whale	sléttbakinn
North Atlantic right whale	sléttbakar
North Atlantic right whale	sléttbaki
North Atlantic right whale	sléttbaksins
upland sandpiper	sléttulæpa
upland sandpiper	sléttulæpna
upland sandpiper	sléttulæpanna
upland sandpiper	sléttulæpum
upland sandpiper	sléttulæpurnar
upland sandpiper	sléttulæpunni
upland sandpiper	sléttulæpu
upland sandpiper	sléttulæpuna
upland sandpiper	sléttulæpur
upland sandpiper	sléttulæpan
upland sandpiper	sléttulæpunnar
upland sandpiper	sléttulæpunum
franklin's gull	sléttumáfur
franklin's gull	sléttumáfanna
franklin's gull	sléttumáfurinn
franklin's gull	sléttumáf
franklin's gull	sléttumáfar
franklin's gull	sléttumáfa
franklin's gull	sléttumáfsins
franklin's gull	sléttumáfinn
franklin's gull	sléttumáfum
franklin's gull	sléttumáfnum
franklin's gull	sléttumáfarnir
franklin's gull	sléttumáfunum
franklin's gull	sléttumáfana
franklin's gull	sléttumáfs
Slovak	slóvakíska
Slovak	slóvakískuna
Slovak	slóvakískunni
Slovak	slóvakískan
Slovak	slóvakísku
Slovak	slóvakískunnar
Slovenian	slóvenska
Slovenian	slóvenskan
Slovenian	slóvenskunni
Slovenian	slóvenskunnar
Slovenian	slóvenskuna
Slovenian	slóvensku
Slovene	slóvenska
Slovene	slóvenskan
Slovene	slóvenskunni
Slovene	slóvenskunnar
Slovene	slóvenskuna
Slovene	slóvensku
slovenian	slóveníska
slovenian	slóvenískan
slovenian	slóvenísku
slovenian	slóvenískunnar
slovenian	slóvenískunni
slovenian	slóvenískuna
trail	slóð
trail	slóðar
trail	slóðanna
trail	slóðir
trail	slóðum
trail	slóðarinnar
trail	slóðina
trail	slóðinni
trail	slóðin
trail	slóða
trail	slóðunum
trail	slóðirnar
trace	slóð
trace	slóðar
trace	slóðanna
trace	slóðir
trace	slóðum
trace	slóðarinnar
trace	slóðina
trace	slóðinni
trace	slóðin
trace	slóða
trace	slóðunum
trace	slóðirnar
region	slóð
region	slóðar
region	slóðanna
region	slóðir
region	slóðum
region	slóðarinnar
region	slóðina
region	slóðinni
region	slóðin
region	slóða
region	slóðunum
region	slóðirnar
fire brigade	slökkvilið
fire brigade	slökkviliðs
fire brigade	slökkviliðinu
fire brigade	slökkviliði
fire brigade	slökkviliðið
fire brigade	slökkviliðsins
fire department	slökkvilið
fire department	slökkviliðs
fire department	slökkviliðinu
fire department	slökkviliði
fire department	slökkviliðið
fire department	slökkviliðsins
fire fighter	slökkviliðsmaður
fire fighter	slökkviliðsmönnunum
fire fighter	slökkviliðsmennirnir
fire fighter	slökkviliðsmanna
fire fighter	slökkviliðsmaðurinn
fire fighter	slökkviliðsmanns
fire fighter	slökkviliðsmennina
fire fighter	slökkviliðsmanni
fire fighter	slökkviliðsmannsins
fire fighter	slökkviliðsmenn
fire fighter	slökkviliðsmann
fire fighter	slökkviliðsmanninn
fire fighter	slökkviliðsmanninum
fire fighter	slökkviliðsmönnum
fire fighter	slökkviliðsmannanna
veil	slör
veil	slörið
veil	slörum
veil	slöranna
veil	slörsins
veil	slörs
veil	slörunum
veil	slöri
veil	slörinu
veil	slörin
veil	slöra
pond scum	slý
pond scum	slýið
pond scum	slýs
pond scum	slýinu
pond scum	slýi
pond scum	slýsins
shepherder	smali
shepherder	smölum
shepherder	smalar
shepherder	smölunum
shepherder	smalarnir
shepherder	smalans
shepherder	smalanum
shepherder	smalann
shepherder	smala
shepherder	smalinn
shepherder	smalana
shepherder	smalanna
livestock	smali
livestock	smölum
livestock	smalar
livestock	smölunum
livestock	smalarnir
livestock	smalans
livestock	smalanum
livestock	smalann
livestock	smala
livestock	smalinn
livestock	smalana
livestock	smalanna
bib	smekkur
bib	smekkjunum
bib	smekksins
bib	smekkinn
bib	smekkja
bib	smekkina
bib	smekkir
bib	smekki
bib	smekknum
bib	smekkurinn
bib	smekkirnir
bib	smekks
bib	smekk
bib	smekkjanna
bib	smekkjum
crack	smellur
emery	smergill
emery	smerglinum
emery	smerglum
emery	smergilinn
emery	smerglana
emery	smerglanna
emery	smergillinn
emery	smerglarnir
emery	smergil
emery	smerglunum
emery	smerglar
emery	smergli
emery	smergils
emery	smergilsins
emery	smergla
danger of infection	smithætta
danger of infection	smithættuna
danger of infection	smithættu
danger of infection	smithættunnar
danger of infection	smithættan
danger of infection	smithættunni
risk of infection	smithætta
risk of infection	smithættuna
risk of infection	smithættu
risk of infection	smithættunnar
risk of infection	smithættan
risk of infection	smithættunni
infectious disease	smitsjúkdómur
infectious disease	smitsjúkdómana
infectious disease	smitsjúkdóms
infectious disease	smitsjúkdóminum
infectious disease	smitsjúkdómunum
infectious disease	smitsjúkdómsins
infectious disease	smitsjúkdómar
infectious disease	smitsjúkdómanna
infectious disease	smitsjúkdóma
infectious disease	smitsjúkdómum
infectious disease	smitsjúkdóm
infectious disease	smitsjúkdómarnir
infectious disease	smitsjúkdóminn
infectious disease	smitsjúkdómi
infectious disease	smitsjúkdómurinn
smithy	smiðja
smithy	smiðjanna
smithy	smiðjuna
smithy	smiðju
smithy	smiðjum
smithy	smiðjunni
smithy	smiðjurnar
smithy	smiðjan
smithy	smiðjunum
smithy	smiðjunnar
smithy	smiðjur
smith	smiður
smith	smiðina
smith	smiði
smith	smiðum
smith	smiðirnir
smith	smiða
smith	smið
smith	smiðinn
smith	smiðunum
smith	smiðsins
smith	smiðurinn
smith	smiðir
smith	smiðanna
smith	smiðs
smith	smiðnum
butter	smjör
butter	smjörinu
butter	smjörsins
butter	smjöri
butter	smjörið
butter	smjörs
alpine bartsia	smjörgras
alpine bartsia	smjörgrös
alpine bartsia	smjörgrass
alpine bartsia	smjörgrasanna
alpine bartsia	smjörgrösum
alpine bartsia	smjörgrassins
alpine bartsia	smjörgrösunum
alpine bartsia	smjörgrasið
alpine bartsia	smjörgrasa
alpine bartsia	smjörgrasinu
alpine bartsia	smjörgrösin
alpine bartsia	smjörgrasi
condom	smokkur
condom	smokkarnir
condom	smokks
condom	smokkunum
condom	smokkurinn
condom	smokkum
condom	smokkana
condom	smokka
condom	smokki
condom	smokkanna
condom	smokkar
condom	smokk
condom	smokksins
condom	smokkinn
condom	smokkinum
cephalopod	smokkur
cephalopod	smokkarnir
cephalopod	smokks
cephalopod	smokkunum
cephalopod	smokkurinn
cephalopod	smokkum
cephalopod	smokkana
cephalopod	smokka
cephalopod	smokki
cephalopod	smokkanna
cephalopod	smokkar
cephalopod	smokk
cephalopod	smokksins
cephalopod	smokkinn
cephalopod	smokkinum
merlin	smyrill
merlin	smyrlar
merlin	smyrlum
merlin	smyrlinum
merlin	smyrils
merlin	smyrilinn
merlin	smyrlarnir
merlin	smyril
merlin	smyrillinn
merlin	smyrlana
merlin	smyrlanna
merlin	smyrla
merlin	smyrilsins
merlin	smyrlunum
merlin	smyrli
infant	smábarn
infant	smábarni
infant	smábörnin
infant	smábörnunum
infant	smábarna
infant	smábarninu
infant	smábarnsins
infant	smábörn
infant	smábarnið
infant	smábarns
infant	smábörnum
infant	smábarnanna
small bird	smáfugl
small bird	smáfuglum
small bird	smáfugls
small bird	smáfuglarnir
small bird	smáfuglunum
small bird	smáfuglinum
small bird	smáfugla
small bird	smáfuglar
small bird	smáfuglanna
small bird	smáfuglsins
small bird	smáfugli
small bird	smáfuglana
small bird	smáfuglinn
particle	smáorð
particle	smáorðið
particle	smáorðum
particle	smáorðs
particle	smáorðsins
particle	smáorðanna
particle	smáorðunum
particle	smáorði
particle	smáorðinu
particle	smáorða
particle	smáorðin
Dark Clouded Yellow	smáraskjanni
Dark Clouded Yellow	smáraskjönnum
Dark Clouded Yellow	smáraskjannans
Dark Clouded Yellow	smáraskjönnunum
Dark Clouded Yellow	smáraskjannann
Dark Clouded Yellow	smáraskjanna
Dark Clouded Yellow	smáraskjannana
Dark Clouded Yellow	smáraskjannar
Dark Clouded Yellow	smáraskjannanna
Dark Clouded Yellow	smáraskjannanum
Dark Clouded Yellow	smáraskjannarnir
Dark Clouded Yellow	smáraskjanninn
clover	smári
clover	smárann
clover	smárana
clover	smára
clover	smáranum
clover	smárinn
clover	smárans
clover	smárunum
clover	smáranna
clover	smárarnir
clover	smárar
clover	smárum
trefoil	smári
trefoil	smárann
trefoil	smárana
trefoil	smára
trefoil	smáranum
trefoil	smárinn
trefoil	smárans
trefoil	smárunum
trefoil	smáranna
trefoil	smárarnir
trefoil	smárar
trefoil	smárum
transistor	smári
transistor	smárann
transistor	smárana
transistor	smára
transistor	smáranum
transistor	smárinn
transistor	smárans
transistor	smárunum
transistor	smáranna
transistor	smárarnir
transistor	smárar
transistor	smárum
microscope	smásjá
microscope	smásjánni
microscope	smásjár
microscope	smásjána
microscope	smásjárinnar
microscope	smásjám
microscope	smásjánum
microscope	smásjáin
microscope	smásjánna
microscope	smásjárnar
microscope	smásjáa
Microscopium	smásjá
Microscopium	smásjánni
Microscopium	smásjár
Microscopium	smásjána
Microscopium	smásjárinnar
Microscopium	smásjám
Microscopium	smásjánum
Microscopium	smásjáin
Microscopium	smásjánna
Microscopium	smásjárnar
Microscopium	smásjáa
accident	smáslys
accident	smáslysa
accident	smáslysin
accident	smáslysi
accident	smáslyss
accident	smáslysum
accident	smáslysinu
accident	smáslysanna
accident	smáslysið
accident	smáslysunum
accident	smáslyssins
asteroid belt	smástirnabelti
asteroid belt	smástirnabeltunum
asteroid belt	smástirnabeltum
asteroid belt	smástirnabeltið
asteroid belt	smástirnabeltis
asteroid belt	smástirnabeltisins
asteroid belt	smástirnabeltanna
asteroid belt	smástirnabelta
asteroid belt	smástirnabeltinu
asteroid belt	smástirnabeltin
asteroid	smástirni
asteroid	smástirnið
asteroid	smástirnum
asteroid	smástirninu
asteroid	smástirnis
asteroid	smástirnunum
asteroid	smástirnanna
asteroid	smástirnisins
asteroid	smástirnin
asteroid	smástirna
moment	smástund
moment	smástundin
moment	smástundar
moment	smástundina
moment	smástundinni
moment	smástundarinnar
short while	smástund
short while	smástundin
short while	smástundar
short while	smástundina
short while	smástundinni
short while	smástundarinnar
diminutive	smækkunarorð
diminutive	smækkunarorðunum
diminutive	smækkunarorða
diminutive	smækkunarorðsins
diminutive	smækkunarorði
diminutive	smækkunarorðið
diminutive	smækkunarorðum
diminutive	smækkunarorðinu
diminutive	smækkunarorðs
diminutive	smækkunarorðin
diminutive	smækkunarorðanna
smallness	smæð
smallness	smæðinni
smallness	smæðin
smallness	smæðina
smallness	smæðar
smallness	smæðarinnar
insignificance	smæð
insignificance	smæðinni
insignificance	smæðin
insignificance	smæðina
insignificance	smæðar
insignificance	smæðarinnar
construction	smíði
twaddle	snakk
twaddle	snakkinu
twaddle	snakksins
twaddle	snakki
twaddle	snakkið
twaddle	snakks
snack	snakk
snack	snakkinu
